Company Name,Sector,Stage,Amount,Location,Funding Year,Founded,Investor
BeatO,Healthcare,Pre-series B,5000000.0,New Delhi,2021,2015.0,W Health Ventures
Earth Rhythm,Cosmetics,Seed,1200000.0,Gurugram,2021,2020.0,Anicut Angel Fund
Fountain9,Computer software,Seed,1900000.0,Mumbai,2021,2019.0,"021 Capital, Y Combinator"
Rockclimber,Food & Beverages,,1000000.0,Bangalore,2021,2019.0,Anand Prakash Sharma
SpEd@home,EdTech,,300000.0,Mumbai,2021,2020.0,
CanPe,Computer software,Seed,,Bangalore,2021,2019.0,Axilor Ventures
Green Soul,Consumer Goods,,200000.0,Ambernath,2021,2016.0,velocity.in
Shiprocket,Logistics,Series D1,41000000.0,New Delhi,2021,2012.0,"March Capital, Tribe Capital"
DealShare,Retail,,144000000.0,Bangalore,2021,2018.0,Tiger Global
Teachmint,EdTech,Pre-series B,20000000.0,Bangalore,2021,2020.0,Learn Capital
Vahak,Transportation,Pre-series A,5000000.0,Bangalore,2021,2017.0,RTP Global
goSTOPS,Hospitality,Pre-series A,1000000.0,New Delhi,2021,2014.0,"IAN, Yuj Ventures"
Codedamn,Computer software,Pre-seed,,New Delhi,2021,2020.0,Antler India
Biocraft Innovation Technology,Environmental service,Pre-seed,,Noida,2021,2019.0,JITO Angel Network
Powerplay,Construction,,5200000.0,Bangalore,2021,2020.0,"Sequoia’s Surge, Accel Partners"
Accio Robotics,Industrial Automation,,,Bangalore,2021,2020.0,Uday Sodhi
Delhivery,Logistics,Series H,270000000.0,Gurugram,2021,2011.0,"Fidelity, GIC"
Avishkaar,EdTech,Pre-series A,600000.0,New Delhi,2021,2014.0,Auxano
Jobsgaar,Job discovery platform,Seed,140000.0,New Delhi,2021,2020.0,SucSEED Indovation Fund
Almo,D2C Fashion,Seed,,Gurugram,2021,2020.0,Angelist India
Breathe Well-being,HealthCare,Pre-series A,1000000.0,New Delhi,2021,2015.0,"Stanford Angels and Entrepreneurs India, Anjali Bansal"
GalaxEye,SpaceTech,Pre-seed,,Chennai,2021,2020.0,Speciale Invest
Good Health Clinic,HealthCare,,5000000.0,Hyderabad,2021,2021.0,Khosla Ventures
Urban Company,Home services,Series F,250000000.0,New Delhi,2021,2014.0,"Vy Capital, Wellington Management"
MYBYK,Rental,Pre-series A,1000000.0,Ahmadabad,2021,2014.0,Avon Cycles
Locus,Logistics,Series C,50000000.0,Bangalore,2021,2015.0,"Blume Ventures, Exfinity Venture Partners"
Crejo.Fun,EdTech,Seed,3000000.0,Bangalore,2021,2020.0,"Matrix Partners India, 021 Capital"
Bambinos,EdTech,Seed,500000.0,Bangalore,2021,2020.0,"HNIs, Angels"
KreditBee,FinTech,,8000000.0,Bangalore,2021,2018.0,"NewQuest Capital Partners, Motilal Oswal Private Equity"
Spardha,EdTech,Pre-series A1,400000.0,Pune,2021,2016.0,Inflection Point Ventures
Onelife Nutriscience,HealthCare,,,Mumbai,2021,2019.0,Lasons India
Flatheads,Fashion,,,Bangalore,2021,2019.0,"Pankaj Chaddah, Srivatsan Rajan"
Fable Fintech,FinTech,Series A,,Mumbai,2021,2015.0,Paytm
Holisol,Logistics,,3000000.0,New Delhi,2021,2009.0,"BlackSoil, CLSA Capital Partners"
Now&Me,HealthCare,,1000000.0,New Delhi,2021,2018.0,"Saama, Whiteboard Capital"
Fyllo,AgriTech,Seed,400000.0,Bangalore,2021,2019.0,"Indian Angel Network, Titan Capital, Lead Angels"
Cora Health,HealthCare,,,Bangalore,2021,2020.0,
Blaer Motors,Mobility,,300000.0,Chennai,2021,2014.0,The Chennai Angels
Swiflearn,EdTech,Pre-series A,3000000.0,Gurugram,2021,2019.0,"Venture Highway, Stellaris Venture Partners"
Cashfree,FinTech,,,Bangalore,2021,2015.0,"State Bank of India, Y Combinator"
QuickSell,E-commerce,Pre-series A,2000000.0,Mumbai,2021,2017.0,"Sanjay Baldwa, Ajay Jain"
Truemeds,Heathcare,Series A,5000000.0,Mumbai,2021,2019.0,InfoEdge
Candes,E-commerce,,3000000.0,New Delhi,2021,2015.0,"Nitin Passi, Ruchirans Jaipuria"
MediBuddy,Heathcare,,3000000.0,Bangalore,2021,2000.0,"Stride Ventures, InnoVen Capital"
F5,Food & Beverages,Pre-series A,300000.0,New Delhi,2021,2018.0,"Venture Catalysts, Jeevak Gupta"
Capital Float,FinTech,,6000000.0,Bangalore,2021,2013.0,"Triodos Investment Management, SAIF Partners"
IntelleWings,IT startup,Seed,100000.0,Panchkula,2021,2019.0,
Shyplite,Logistics,,1000000.0,New Delhi,2021,2016.0,N+1 Capital
Refyne,FinTech,Series A,20000000.0,Bangalore,2021,2020.0,"DST Global, RTP Global"
Greenjoules,Renewable Energy,Series A,4500000.0,Pune,2021,2018.0,Blue Ashva Capital
MentorKart,Consulting,Seed,150000.0,New Delhi,2021,2018.0,"Amit Singal, Manish Aggarwal"
Leverage Edu,EdTech,Debt,2000000.0,New Delhi,2021,2017.0,"Trifecta Capital Advisors, Blume Ventures"
Kale Logistics,Logistics,Series A,5000000.0,Thane,2021,2010.0,Inflexor Ventures
CustomerGlu,CRM,,320000.0,Bangalore,2021,2016.0,"Kumar Aakash, Amit Singhal"
Cell Propulsion,EV startup,,2000000.0,Bangalore,2021,2016.0,growX ventures
Wellbeing Nutrition,HealthCare,,,Mumbai,2021,2019.0,Klub
Pee Safe,HealthCare,Pre-series B,3000000.0,Gurugram,2021,2013.0,"Shaival Desai, Alkemi Venture Partners"
Chqbook,FinTech,,1000000.0,New Delhi,2021,2017.0,"Aavishkaar Venture Capital, YWC Venture Capital"
SimpliContract,Software,Seed,1800000.0,Bangalore,2021,2020.0,Kalaari Capital
Dropshop,Logistics,Pre-series A,1000000.0,Bangalore,2021,2019.0,Inflection Point Ventures
Jumbotail,E-commerce,Debt,4000000.0,Bangalore,2021,2015.0,Alteria Capital
BYJU'S,EdTech,,350000000.0,Bangalore,2021,2011.0,"Tiga Investments, Baron Capital"
Power Gummies,Nutrition,,1000000.0,New Delhi,2021,2018.0,"Venture Catalysts, 9unicorns"
Convosight,SaaS startup,Series A,9000000.0,New Delhi,2021,2019.0,Qualgro
Junio,FinTech,Seed,600000.0,New Delhi,2021,2020.0,"Amit Lakhotia, Pravin Jadhav"
Wherehouse.io,Logistics,Seed,,New Delhi,2021,2020.0,Better Capital
Flexmoney,FinTech,Series A,4800000.0,Mumbai,2021,2015.0,Pravega Ventures
Fampay,FinTech,Series A,38000000.0,Bangalore,2021,2019.0,"Greenoaks Capital, Elevation Capital"
Apna,Human Resources,Series B,70000000.0,Bangalore,2021,2019.0,"Sequoia Capital India, rocketship.vc"
XYXX Apparels,Fashion,Series A,4000000.0,Surat,2021,2017.0,
WaterScience,D2C startup,,,Bangalore,2021,2014.0,
BrowserStack,SaaS startup,Series B,200000000.0,Mumbai,2021,2011.0,Accel
Vital,Insuretech,Pre-series A,3000000.0,New Delhi,2021,2018.0,BLinC Invest
Juicy chemistry,HealthCare,,,Coimbatore,2021,2014.0,Spring Marketing Capital
Samaaro,SaaS startup,,125000.0,Bangalore,2021,2020.0,"Chaitanya Kalipatnapu, Kedar Gavane"
Imagimake,Innovation management,Pre-series A,500000.0,Mumbai,2021,2011.0,"Roha Investment Managers, angel investor Saumil Shah"
MSMEx,EdTech,Pre-series A,1000000.0,Andheri,2021,2019.0,"TNF Ventures, Razorpay"
RenewBuy,Insuretech,Series C,45000000.0,Gurugram,2021,2015.0,"Lok Capital, IIFL Asset Management"
saarthi.ai,AI startup,Seed,,Bangalore,2021,2017.0,Nvidia Inception
Kutumb,Community platform,Series A,26000000.0,Bangalore,2021,2020.0,"Tiger Global Management, DST Global"
Superplum,AgriTech,Pre-series A,3800000.0,Noida,2021,2019.0,Marquee investors
Upside AI,FinTech,Seed,1200000.0,Mumbai,2021,2017.0,Endiya Partners
PazCare,Insuretech,,,Bangalore,2021,2021.0,"Ashish Hemrajani, Parikshit Dar"
Answer Genomics,HealthCare,,,Bangalore,2021,2019.0,"India Accelerator, Lyxel&Flamingo"
Skillmatics,EdTech,Series A,6000000.0,Mumbai,2021,2016.0,Sequoia Capital India
Bimaplan,Insuretech,Pre-series A,2500000.0,Bangalore,2021,2020.0,"Roshan Abbas, Ritesh Malik"
Bueno Finance,FinTech,Seed,3000000.0,Gurugram,2021,2019.0,"Goat Capital, JAM Fund"
CityMall,E-commerce,Series B,22000000.0,Gurugram,2021,2019.0,"General Catalyst, Jungle Ventures"
BYJU’S,EdTech,,50000000.0,Bangalore,2021,2011.0,"Blackstone Group, ADQ"
India Quotient,Venture capitalist,,64000000.0,Mumbai,2021,2012.0,
The Switch Fix,HealthCare,Seed,,Gurugram,2021,2019.0,"Venture Catalysts, 9unicorns"
Anvidha Technologies,Tech Startup,Seed,1500000.0,Haryana,2021,2020.0,
DigiSparsh,FinTech,Seed,,Mumbai,2021,2020.0,GoAhead Ventures
CoffeeMug.ai,Networking,Pre-seed,620000.0,New Delhi,2021,2020.0,"Paradigm Shift Capital, AngelList India"
Pathfndr.io,SaaS startup,Pre-series A,,Bangalore,2021,2015.0,Arali Ventures
BigLeap,Recruitment,,600000.0,Hyderabad,2021,2015.0,Anup Kumar Yama
Kazam,EV startup,Seed,900000.0,Bangalore,2021,2020.0,Inflection Point Ventures
MYRE Capital,Commercial Real Estate,$6000000,,Mumbai,2021,2020.0,Aryaman Vir
BimaPe,FinTech,Pre-seed,500000.0,Mumbai,2021,2020.0,"iSeed, Titan Capital"
MicroDegree,EdTech,,,Mangalore,2021,2019.0,Research Innovation Incubation Design Labs
Saarthi Pedagogy,EdTech,,1000000.0,Ahmadabad,2021,2015.0,"Sushil Agarwal, JITO Angel Network, LetsVenture"
Synapsica,HealthCare,Series A,4000000.0,New Delhi,2021,2017.0,"IvyCap Ventures, Endiya Partners"
Kwik Foods,Food & Beverages,Seed,,Gurugram,2021,2020.0,9Unicorns
Plutomen,AR startup,,300000.0,Ahmadabad,2021,2016.0,"GUSEC Seed Fund, DeVX Venture Fund"
GoMechanic,Automotive,Series C,42000000.0,Gurugram,2021,2016.0,"Tiger Global, Sequoia"
Grinntech,Automotive,,2000000.0,Chennai,2021,2013.0,
Nobel Hygiene,HealthCare,,60000000.0,Mumbai,2021,1999.0,Quadria Capital
Green Cure,HealthCare,Pre-series A,,New Delhi,2021,2015.0,Venture Catalysts
Classplus,EdTech,Series C,65000000.0,Noida,2021,2017.0,Tiger Global
WINDO,E-commerce,Seed,500000.0,Hyderabad,2021,2020.0,Unicorn India Ventures
ApnaKlub,E-commerce,Pre-series A,,Bangalore,2021,2020.0,"Blume Ventures, Whiteboard Capital"
LegalPay,FinTech,,,New Delhi,2021,2019.0,Ashwini Kakkar. 9Unicorns
Lavado,Consumer service,,,Mumbai,2021,2016.0,Ashish Shah
Navars,EdTech,,,Hyderabad,2021,2019.0,Faad Network
GoBolt,Logistics,Series B,20000000.0,Gurugram,2021,2015.0,"Paragon Partners, Aavishkaar Capital"
Loco,Gaming,Seed,9000000.0,Bangalore,2021,2018.0,"Krafton, Lumikai"
Auric,HealthCare,Pre-series A,2000000.0,New Delhi,2021,2017.0,Venture Catalysts
Edmingle,EdTech,,300000.0,Bangalore,2021,2016.0,"Indovation Fund, Mumbai Angels"
Slice,FinTech,,20000000.0,Bangalore,2021,2016.0,"Gunosy, Blume Ventures"
Humit,Music,Pre-seed,,Bangalore,2021,2020.0,Antler India
Airblack,IT startup,Series A,5200000.0,Gurugram,2021,2019.0,"Edge Ventures, Elevation Capital"
NIRAMAI,HealthCare,,,Bangalore,2021,2016.0,CDC Group
Intervue,SaaS startup,Seed,,New Delhi,2021,2021.0,"Titan Capital, Kunal Shah"
Nestroots,Fashion,Seed,100000.0,Gurugram,2021,2016.0,We Founder Circle
Detect Technologies,Automation,,12000000.0,Chennai,2021,2016.0,"Accel Partners, Elevation Capital"
CredR,Automotive,,6500000.0,Bangalore,2021,2015.0,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures"
Fourth Partner Energy,Solar,,125000000.0,Hyderabad,2021,2010.0,"Norfund, The Rise Fund"
TABLT,HealthCare,Seies A,3000000.0,Kolkata,2021,2018.0,Siti Cable
Hesa,IT startup,Seed,2000000.0,Hyderabad,2021,2020.0,"Venture Catalysts, 9unicorns"
Powerhouse91,Consumer goods,Seed,,Gurugram,2021,2020.0,Crossbeam Venture Partners
Nalanda Learning,EdTech,,5000000.0,Kolkata,2021,2011.0,Aavishkaar Capital
Chargeup,Renewable Energy,Pre-series A,,New Delhi,2021,2019.0,Mapmyindia
Knackit,IT startup,,100000.0,Bangalore,2021,2019.0,Jyoti Bansal
Treebo Hotels,Hospitality,Series D,16000000.0,Bangalore,2021,2015.0,Accor
Raptee Energy,Automotive,,700000.0,Chennai,2021,2019.0,
Meddo,HealthCare,,6000000.0,Gurugram,2021,2018.0,"SRI Capital, Picus Capital, Alkemi Capital"
Supertails,Pet care,Pre-series A,2600000.0,Bangalore,2021,2021.0,"Saama Capital, DSG Consumer Partners"
SkilloVilla,EdTech,Seed,300000.0,Bangalore,2021,2020.0,Titan Capital
Cancer Clinics,HealthCare,Pre-series A,1500000.0,Telugana,2021,2014.0,Axilor
Velocity,FinTech,Seed,1300000.0,Bangalore,2021,2020.0,Valar Ventures
Happy Jars,Food & Beverages,Seed,400000.0,New Delhi,2021,2016.0,Inflection Point Ventures
Inshorts,Media,,40000000.0,Noida,2021,2013.0,"Addition, SIG Global India Fund"
ExtraaEdge,MarTech,Pre-series A,1000000.0,Pune,2021,2015.0,"9Unicorns Accelerator Fund, Indian Angel Network"
Zotalabs,Tech Startup,Seed,1250000.0,Pune,2021,2019.0,Alfa Ventures
Voiro,Advertisement,Pre-series A,1800000.0,Bangalore,2021,2014.0,1Crowd
Dream Sports,Gaming,,400000000.0,Mumbai,2021,2008.0,"TCV, D1 Capital Partners, Falcon Edge."
Safex Chemicals,AgriTech,,50000000.0,New Delhi,2021,1991.0,BanyanTree Finance Pvt. Ltd.
Instoried,Content creation,,,Bangalore,2021,2018.0,"EXPERT DOJO, Mumbai Angels"
Rupifi,FinTech,Pre-series A,4100000.0,Bangalore,2021,2019.0,Quona Capital
Moneyboxx,FinTech,Debt,3000000.0,Mumbai,2021,1994.0,"Ashv Finance, BlackSoil Capital"
CityMall,E-commerce,Series A,11000000.0,Gurugram,2021,2019.0,"WaterBridge Ventures, SAIF Partners"
Janani,Heathcare,Seed,1000000.0,Bangalore,2021,2020.0,"Sweta Rau, 9Unicorns Accelerator Fund"
ReshaMandi,AgriTech,Seed,1700000.0,Bangalore,2021,2020.0,"Omnivore, Strive Ventures"
Bombay Shaving Company,Lifestyle,,2000000.0,New Delhi,2021,2015.0,"Rajesh Sud, KULDEEP JAIN"
DotPe,FinTech,Series A,27000000.0,Gurugram,2021,2019.0,"PayU, Google"
Homingos,Augmented reality,,,Bangalore,2021,2018.0,"Sundi Natarajan, Srinivas Anumolu"
Anar Business Community,Tech Startup,,,Mumbai,2021,2020.0,"Titan Capital, First Cheque"
Five Star Finance,FinTech,,234000000.0,Chennai,2021,1984.0,"TPG Capital Asia, Epiq Capital"
Settlrs,Rental space,Pre-series A,,Bangalore,2021,2018.0,MaGEHold Pte. Ltd.
BYJU'S,EdTech,Series F,460000000.0,Bangalore,2021,2011.0,"BlackRock, Owl Ventures"
Annapurna Finance,FinTech,,30000000.0,Bhubaneswar,2021,2009.0,"Asian Development Bank, Oman India Joint Investment Fund"
HealthPlix,HealthCare,Series B,13500000.0,Bangalore,2021,2014.0,"JSW Ventures, Kalaari Capital"
Masai School,EdTech,Series A,5000000.0,Bangalore,2021,2019.0,"Unitus Ventures, Omidyar Network India"
Bewakoof,D2C Fashion,,4000000.0,Mumbai,2021,2011.0,"IvyCap Ventures, Pratithi Investment Trust"
IndiaLends,FinTech,,5100000.0,New Delhi,2021,2014.0,"ACPI Investments, AdvantEdge Founders"
Stelis Biopharma,BioTechnology,Series B,195000000.0,Bangalore,2021,2007.0,"RouteOne, Mankekar Family Office"
Tilt,Bike Rental,,125000.0,Bangalore,2021,2016.0,Y Combinator
NeoDove,AI startup,Seed,15000000.0,Jaipur,2021,2020.0,India Quotient
Zaara Biotech,BioTechnology,,10000000.0,Kottayam,2021,2016.0,TCN International Commerce
KreditBee,FinTech,Seed,75000000.0,Bangalore,2021,2018.0,"Alpine Capital, PremjiInvest"
True Balance,FinTech,Debt,10000000.0,Gurugram,2021,2014.0,"Bon Angels Venture Partners, Daesung Private Equity"
Muvin,FinTech,Seed,1000000.0,Bangalore,2021,2020.0,
Purplle,Beauty products,,45000000.0,Mumbai,2021,2011.0,"Spring Marketing Capital, Verlinvest"
FloBiz,Tech Startup,Series A,10000000.0,Bangalore,2021,2019.0,Elevation Capital
Jeevam Health,Health care,Pre-seed,1500000.0,New Delhi,2021,2020.0,Y Combinator
NewLink Group,Tech Startup,,200000000.0,,2021,2016.0,Bain Capital
OZiva,Heathcare,Series B,12000000.0,Mumbai,2021,2016.0,"F-Prime Capital, Eight Roads Ventures India"
Blive,Tourism,Pre-series A,1000000.0,Panaji,2021,2004.0,"Mumbai Angels, DNA Entertainment Networks"
Nazara Technologies,Gaming,,30000000.0,Mumbai,2021,2000.0,"Hornbill Capital Advisers, Plutus Wealth Management"
Euler Motors,Automotive,Series A,2600000.0,New Delhi,2021,2018.0,"ADB Ventures, Jetty Ventures"
Pixxel,SpaceTech,Seed,7300000.0,Bangalore,2021,2019.0,"Techstars, Ryan Johnson"
Prescinto,Solar,Seed,3500000.0,Gujarat,2021,2016.0,"Venture Catalysts, 9Unicorns Accelerator Fund"
MyGlamm,Beauty products,Series C,20000000.0,Mumbai,2021,2015.0,Bessemer Venture Partners
Chirrup,Gaming,Pre-seed,300000.0,Bangalore,2021,2020.0,"Titan Capital, iSeed, First Cheque, 3.0 Fund."
Policybazaar,Insurance,,75000000.0,Gurugram,2021,2008.0,"Falcon Edge Capital, White Oak Global Advisors"
Livve Homes,Rental space,,5000000.0,Bangalore,2021,2017.0,Angel investors
Juicy Chemistry,HealthCare,Series A,6300000.0,Coimbatore,2021,2014.0,Akya Ventures
Svasti Microfinance,FinTech,,4000000.0,Mumbai,2021,2008.0,"Kayenne Ventures, Nordic Microfinance Initiative"
Nexprt,Consulting,,2000000.0,New Delhi,2021,2020.0,Titan Capital
Wysa,AI startup,,,Bangalore,2021,2015.0,"Kae Capital, Pi Ventures"
Ankur capital,FinTech,,40000000.0,Mumbai,2021,2011.0,
Indifi,FinTech,Debt,5000000.0,Gurugram,2021,2015.0,"Elevar Equity, Accel India"
Firmway,FinTech,Pre-seed,,Mumbai,2021,2016.0,
Say Cheese,FemTech,Seed,1000000.0,Mumbai,2021,2020.0,
Indic Inspirations,Cultural,,300000.0,Pune,2021,2019.0,Marquee investors
Bimaplan,FinTech,Seed,500000.0,Mumbai,2021,2020.0,"Titan Capital, Y Combinator"
YAP,FinTech,Series B,10000000.0,Chennai,2021,2014.0,"Jitendra Gupta, Better Capital"
Leap Finance,FinTech,Series B,17000000.0,Bangalore,2021,2019.0,Jungle Ventures
BlackSoil NBFC,FinTech,,3000000.0,Mumbai,2021,2010.0,
OYO,Hospitality,,200000000.0,Gurugram,2021,2012.0,Hindustan Media Venture
Max Healthcare,HealthCare,,140000000.0,New Delhi,2021,2000.0,"Radiant Life Care Private Ltd, Life Healthcare"
4baseCare,HealthTech,Pre-series A,2000000.0,Bangalore,2021,2018.0,"Mount Judi Ventures, growX Ventures, Season Two Ventures"
Ezstays,EdTech,Seed,400000.0,New Delhi,2021,2019.0,Richard Rekhy
Stylework,Co-working,Pre-series A,500000.0,Gurugram,2021,2017.0,Inflection Point Ventures
Kinara Capital,FinTech,,6000000.0,Bangalore,2021,2011.0,"GAWA Capital, Gaja Capital"
Riskcovry,InsureTech,Series A,5000000.0,Bangalore,2021,2018.0,"Better Capital, Bharat Inclusion Seed Fund"
NODWIN,Gaming,,20000000.0,Gurugram,2021,2012.0,Krafton
Quizizz,EdTech,Series A,12500000.0,Bangalore,2021,2015.0,"Eight Roads Ventures India, Nexus Venture Partners"
Ecom Express,E-commerce,,20000000.0,New Delhi,2021,2012.0,"CDC Group, Partners Group"
Turtlemint,InsureTech,Series D,45000000.0,Mumbai,2021,2015.0,Jungle Ventures
Captain Fresh,Supply chain platform,Seed,3000000.0,Bangalore,2021,2019.0,"Matrix Partners India, Ankur Capital"
Northern Arc,FinTech,Debt,10000000.0,Chennai,2021,2008.0,"U.S. International Development Finance Corp, Asian Development Bank"
Qoohoo,Social platform,Seed,800000.0,Bangalore,2021,2020.0,Angel investors
IGL,Gaming,,500000.0,Mumbai,2021,2016.0,"Hungama, Hindustan Talkies"
AMPM,E-commerce,,200000.0,Gurugram,2021,2018.0,Agility Venture Partners
The ePlane,Drone,Seed,1000000.0,Chennai,2021,2016.0,"Speciale Invest, Farid Ahsan"
Cashify,E-commerce,,15000000.0,Gurugram,2021,2009.0,"Bessemer Venture Partners, CDH Investments"
Bijnis,B2B service,,,New Delhi,2021,2014.0,"Sequoia Capital India, Matrix Partners India"
Questt,EdTech,Seed,1000000.0,Gurugram,2021,2020.0,"Chiratae Ventures, AET Fund"
DealShare,E-commerce,Debt,3000000.0,Jaipur,2021,2018.0,"Omidyar Network, Falcon Edge Capital"
Euler Motors,Automotive,Series A,4000000.0,New Delhi,2021,2018.0,"Jetty Ventures, Srinivas Anumolu"
Blume Ventures,FinTech,,40000000.0,Mumbai,2021,2011.0,Avendus
KoineArth,Blockchain startup,Pre-series A,1800000.0,Bangalore,2021,2018.0,YourNest
ImaginXP,EdTech,,1500000.0,Pune,2021,2013.0,Venture Catalysts
Virohan,EdTech,,,Gurugram,2021,2018.0,"National Skill Development Corporation, Rianta Capital"
Apna.co,Recruitment,,12500000.0,Bangalore,2021,2019.0,"Sequoia Capital India, Rocketship.vc"
ideaForge,Drone,,2000000.0,Mumbai,2021,2007.0,"Infosys, Qualcomm Ventures"
Clairco,CleanTech,,500000.0,Bangalore,2021,2018.0,"Real Estate Accelerator Program (REAP), AngelList"
Northern Arc,FinTech,Debt,50000000.0,Chennai,2021,2008.0,"Asian Development Bank, U.S. International Development Finance Corp"
Lenskart,Fashion,,95000000.0,Faridabad,2021,2010.0,"Kohlberg Kravis Roberts, Temasek Holdings"
ParkSmart,Automotive,Seed,,New Delhi,2021,2018.0,"Shireen Rangaswamy, Dilesh Gathani"
Virohan,EdTech,Series A,3000000.0,Gurugram,2021,2018.0,"Rebright Partners, Wadhwani Foundation"
BankSathi,FinTech,Seed,200000.0,New Delhi,2021,2019.0,"Dinesh Godara, Aditya Talwar"
Spark Studio,EdTech,Seed,,Bangalore,2021,2020.0,Better Capital
BlissClub,Fashion,Seed,2000000.0,Bangalore,2021,2020.0,Elevation Capital
BricSpaces,Real estate,Pre-seed,350000.0,Bangalore,2021,2018.0,Angel investors
ANSR,Consulting,Series B,15000000.0,Bangalore,2021,2008.0,"Sistema Asia Capital, Evolvence India Fund"
Keito,AI company,Seed,,Pune,2021,2016.0,"Rajesh Agarwal, Nandkishore Mundada"
Reccy Adventures,Sports startup,Seed,400000.0,Gurugram,2021,2019.0,"Kallol Banerjee, Jaydeep Barman"
Magenta EV,Renewable Energy,Series A,15000000.0,Mumbai,2021,2017.0,"JITO Angel Network, LetsVenture"
Karbon Card,FinTech,Pre-series A,1000000.0,Bangalore,2021,2019.0,"MyAsia VC, Orios Venture Partners"
Wysa,AI company,Series A,5000000.0,Bangalore,2021,2015.0,"W Health Ventures, Pi Ventures"
Agnikul,SpaceTech,Series A,11000000.0,Chennai,2021,2017.0,"Artha India Ventures, Sriram Krishnan"
LegalPay,FinTech,Seed,,New Delhi,2021,2019.0,9Unicorns
Glamplus,SaaS startup,Pre-series A,200000.0,Bangalore,2021,2020.0,Inflection Point Ventures
Tekie,EdTech,Seed,1500000.0,Gurugram,2021,2017.0,"GSV, Multiply Ventures"
Asirvad Microfinance,FinTech,,15000000.0,Chennai,2021,2007.0,"WorldBusiness Capital, Northern Arc"
Avalon Labs,FinTech,Pre-series A,,Bangalore,2021,2017.0,"Tanglin Ventures, Better Capital, Whiteboard Capital"
Betterhalf.ai,Matrimony,Pre-series A,3000000.0,Bangalore,2021,2016.0,"Y Combinator, Rehan A Khan"
Koo,Social Media,Series B,30000000.0,Bangalore,2021,2020.0,"Balaji Srinivasan, Naval Ravikant"
Rezo.ai,AI startup,Seed,,Noida,2021,2017.0,"Devesh Sachdev, Bhavesh Manglani"
Mentoria,EdTech,Pre-series A,200000.0,Mumbai,2021,2015.0,"Pradeep K Jaisingh, Jayant Mehrotra"
Cuvette Tech,Human Resources,Seed,1800000.0,Bangalore,2021,2020.0,"Varun Alagh, Harish Daiya"
Clensta,BioTechnology,,600000.0,New Delhi,2021,2016.0,"IAN Fund, World Startup Factory"
FarMart,AgriTech,Pre-series A,24000000.0,Gurugram,2021,2015.0,"Omidyar Network India, Avaana Capital"
Kodo Card,FinTech,Seed,8000000.0,Mumbai,2021,2019.0,"Brex, Y-Combinator"
Polygon,Crypto,,,Mumbai,2021,2017.0,"Mark Cuban, MiH Ventures"
Get My Parking,Mobility,,6000000.0,New Delhi,2021,2015.0,"IvyCap Ventures, IAN Fund"
Cellestial,Electronics,Pre-series A,500000.0,Hyderabad,2021,2019.0,"Gurj Aujla, Ashik K"
FanCode,Sports startup,,50000000.0,Mumbai,2021,2019.0,Dream Sports
Jai Kisan,FinTech,Series A,30000000.0,Mumbai,2021,2017.0,"The Chatterjee Group, Prophetic Ventures"
Plum,HealthCare,Series A,15000000.0,Bangalore,2021,2019.0,"Harsh Jain, Lalit Keshre"
ThatMate,HealthCare,,140000.0,Satara,2021,2019.0,"Supriya Kumari, Premanshu Singh"
Klassroom,EdTech,Pre-series A,200000.0,Mumbai,2021,2016.0,ah! Ventures
Convin,SaaS startup,Pre-seed,300000.0,Bangalore,2021,2019.0,"9Unicorns Accelerator Fund, Sunder Nookala"
Mensa Brands,Clothing,Series A,50000000.0,Bangalore,2021,2021.0,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners"
Disruptium,Consulting,,200000.0,Ahmadabad,2021,2021.0,Pravesh Mehta
MedTel Healthcare,HealthCare,Pre-series A,5000000.0,Orissia,2021,2017.0,
Pickright Technologies,FinTech,,200000.0,Bangalore,2021,2019.0,"Gaurav Gupta, Vivek Srivatsav"
Ingenium,EdTech,Seed,,New Delhi,2021,2018.0,Lead Angels
RuleZero,Tech Startup,Seed,1000000.0,Bangalore,2021,2019.0,"Induslaw, Reddy Futures"
Rubix Data Sciences,IT startup,Seed,800000.0,Mumbai,2021,2018.0,
Locobuzz,Analytics,Series A,4000000.0,Mumbai,2021,2011.0,Yuj Ventures
We Founder Circle,FinTech,Pre-seed,2000000.0,Mumbai,2021,2020.0,Geekster
Haqdarshak,Finance,Pre-series A,800000.0,Jaipur,2021,2015.0,"Manish Subramaniam, Upaya Social Ventures"
Celcius,Logistics,Seed,,Mumbai,2021,2020.0,Eaglewings Ventures
Enthu.ai,AI startup,,200000.0,Chandigarh,2021,2020.0,Appit Simple Infotek
Myelin Foundry,AI startup,Pre-series A,1000000.0,Bangalore,2021,2019.0,Beyond Next Ventures
SuperOps.ai,AI startup,Seed,3000000.0,Chennai,2021,2020.0,"Ramakant Sharma, Elevation Capital"
6Degree,Retail,,1000000.0,Mumbai,2021,2014.0,"Keiretsu Forum, SucSEED Venture Partners"
Teachmint,EdTech,Series A,16500000.0,Bangalore,2021,2020.0,"Lightspeed India Partners, CM Ventures"
Sarathi,HealthCare,Seed,100000.0,Jodhpur,2021,2020.0,
Jidoka Technologies,Software,Seed,340000.0,Chennai,2021,2018.0,
Rapido,Transportation,Series C,43000000.0,Bangalore,2021,2015.0,"Skycatcher, Nexus Venture Partners"
